Latitude,Longitude
38.889769,-77.0408431
-35.1159956,147.0542014
-15.5739831,133.2153012
-36.272284,145.6815961
37.7927171,-122.4356445
28.7012172,-81.3461738
53.5955737,-113.47867
-12.6386641,141.8710861
-35.1667096,144.5488733
45.494119,19.0295078
44.3788613,-95.2532373
-41.20083,146.30702
41.6509502,41.6360085
-35.2862975,143.0459643
6.764081,-57.9890105
56.5655711,-3.5862546
45.0835468,-0.6280356
-34.3064627,150.9292162
-33.66798,115.1676
-38.303918,146.1807085
42.3492219,-71.0678965
-37.0235844,147.2389786
-36.1982245,147.6518178
-34.7983333,148.4677778
-41.36246,147.4655
-28.650728,114.6199819
-25.421426,148.4592191
-23.076973,150.7835504
33.4355977,-112.349602
-31.9803935,141.4658295
-38.2942732,143.3680147
-36.910657,141.739272
-25.9497625,152.4637782
-37.974513,147.4392386
-35.1726419,139.3405867
-35.8608,144.2918801
-41.243627,148.0599203
-37.5737773,143.8648855
-32.0735,150.9429
-22.6011111,148.0861111
33.8708215,-117.929416
44.5121316,33.5990374
52.3034588,-0.3813987
41.6158467,-7.5683924
-31.4577778,152.6313889
-30.4642531,116.0397901
-33.9467298,120.1249342
-23.5907985,150.2671727
-31.7182317,115.7939809
-37.76072,147.66212
-32.9305,150.4557
-28.715,153.0511111
-37.8416141,145.0176215
-34.2491935,115.1552583
45.5986173,13.7710497
38.6703267,-89.9845476
-30.615,151.7677778
-37.0709745,143.297794
-28.2611965,152.4273054
-30.5932071,138.403104
-16.725834,145.672177
-33.65214,115.3351
-40.9552706,145.7186276
-31.6983333,152.1344444
-34.199702,142.0686096
54.8714994,-1.6125085
-34.8378701,150.701626
-31.115,152.7344444
-24.701633,152.080841
-32.8635,151.5789
-32.1222548,151.0924939
-26.161172,152.1879993
37.3856044,-93.9532705
-24.0776015,151.6513041
-37.8823747,140.8480331
-33.4233465,115.686155
38.8890009,-77.0002537
53.8155554,-1.6001911
-33.9564013,150.9405862
49.1108925,-122.6532938
-33.431813,151.4427676
-31.3777,152.504
-26.649001,152.9465044
-35.0847261,148.099867
-38.0150415,145.7225419
-33.2652,150.9512
-31.7362652,115.7312093
52.2769243,1.6284725
35.600067,-85.2716311
-44.0628591,-176.418668
-25.030649,151.2464861
-36.8899525,141.272456
-33.4955579,151.3621147
-19.1612235,146.6055116
-37.8453686,145.3478256
-22.421358,140.2359644
32.6720778,-97.2691812
-34.0411035,137.6297132
53.0703014,-2.4857125
-27.9586415,151.0267783
-19.3099291,127.7114291
-21.5066552,138.3609879
44.40726,8.9338624
-33.9683842,151.0189891
-25.6737685,152.6185479
43.541256,10.52721
-28.6157505,151.9360092
-18.6922225,146.0108362
-42.233042,148.0178957
-31.492768,116.429962
-8.1950956,-77.8957296
-31.753767,117.8012402
-37.9064862,144.7533059
55.9072949,-3.2575535
-37.81237,145.462204
51.3365314,-2.9788473
52.8572575,-8.9374359
42.3775361,-96.0607187
-28.7955556,153.4413889
-37.8157451,144.8899677
-29.358242,116.2456701
-35.018794,150.6597209
-36.3608295,144.0721319
41.6737149,-88.0016263
-41.55749,148.28754
-31.4584965,117.7028113
42.498275,-92.3328743
-27.7837215,153.1727633
50.3261254,-3.7742512
-16.5625647,139.3406409
-34.9453435,138.5616289
-33.3358915,117.9218339
-33.8805556,151.1783333
-33.4483315,151.4427717
55.9409887,-3.3600787
-30.5080556,151.6458333
32.7938522,35.5328566
-33.9542459,151.2157073
-37.855144,143.3270279
-12.458611,130.821667
-33.0038889,151.6427778
-17.9327915,145.8615172
52.802742,-1.629917
47.9014,2.06722
38.3300497,-89.0325693
-37.3900875,144.3263388
-23.311351,150.7324357
-32.1223164,137.9561874
39.406436,-86.5055524
-35.6268005,144.1280514
40.6609349,-74.7173839
-31.0652,152.8179
-32.8652,149.2679
-26.528871,152.9433113
-37.4587733,144.6776503
59.0831232,-135.3430573
-27.3767345,151.8761496
-37.7908832,145.0956849
-32.880081,149.9675555
-38.2206497,145.5106763
-26.4363757,140.5633012
-38.469621,146.5504501
-34.4693354,138.9939006
-33.8413833,150.9602776
-36.84178,145.3183266
-39.7067426,143.9294111
-37.9171728,145.0163663
32.8214402,-116.5291841
-35.2580556,148.2411111
37.8709542,-96.2471338
32.1523397,-86.7158329
-36.5342405,145.2167319
-29.2524331,150.7502211
-21.2356345,148.9507174
-20.351455,148.6313976
-34.9882596,138.5147879
-29.2652,152.7346
51.3246297,-0.0324515
55.8283888,-4.2116533
-33.9294022,150.8560164
-32.5657102,148.7381793
-27.7660285,152.9988657
-28.2103755,153.4866586
40.8120247,-74.1242816
-29.7382007,141.8849338
55.8367907,-4.4840585
-33.6670614,115.1451019
-27.8423375,152.6584948
-33.5553027,136.410741
-35.0641302,138.8586385
-36.934693,146.4771301
42.4345078,-78.4797427
-28.77528,114.6606
-36.184519,144.6003292
54.5523838,19.9681566
-36.3483333,149.9844444
-33.2974944,149.1566616
-19.7114805,138.4936222
-28.2837767,153.3038342
-26.6380525,152.8153424
-33.4182775,117.1983474
-37.7806025,145.4262934
-35.5898708,137.5041454
-36.6152,148.4846
53.1689719,-6.529944
-19.9731945,146.2703374
53.5687403,-0.5435355
-34.7291807,137.4994885
-42.7736101,147.2486399
31.83688,-102.0103767
13.4179508,0.537866
41.3650699,-95.858422
-33.7939218,151.0409442
-41.48713,146.86617
-33.995675,137.8226196
-16.6656514,139.1806197
-33.99469,114.9980318
-35.2816766,143.5663204
-33.9104,151.1560775
-33.1944156,137.9702878
43.6528403,-90.8576087
-30.6130556,151.335
35.6163647,5.1014147
41.8006523,-73.1212214
-33.465,151.4344444
51.4058006,-0.1640787
39.9686517,-89.1623092
-28.312267,152.1150669
42.6899948,-90.6851271
-31.7755949,115.9747056
-23.119094,150.4747447
-28.705151,151.9161118
-36.0896685,146.3584621
-30.7952612,151.4406267
-36.9696522,144.5141664
-36.821143,143.813732
53.5242604,-113.466853
-35.229254,143.2236673
-24.5284325,151.3830222
-36.1556867,140.6723214
46.277512,28.2359264
-23.3692904,150.4970201
-32.6733333,151.4927778
-37.6623341,147.2607583
-29.2483333,152.9677778
-43.01196,147.20886
-27.634499,152.9199269
-28.2098515,153.1282131
-31.1244444,150.915
-27.512344,151.9238438
-23.2201625,150.7352428
35.8156121,-101.9104355
-30.482623,116.8089193
29.4342149,90.161542
-35.0227428,138.5546331
-33.8232026,151.1697148
27.6708701,-98.5121975
-37.7922695,147.8342642
-21.3521155,149.284313
28.9573191,106.9265417
-31.4628374,151.12604
51.5388241,0.7128137
-38.1696975,144.1590974
-34.3064876,147.0889049
22.5736296,88.3251045
-34.635494,116.0352113
52.2646577,10.5236066
-30.9068,152.6762
34.1812089,-118.307201
-36.919966,143.9532446
-33.0803606,151.6437957
48.4095949,7.234863
-37.7788744,145.1638815
-33.7382194,151.2996618
33.0603103,-89.0495278
-27.4192267,152.9849743
-31.6749628,115.7804196
-34.3061054,140.3482745
-28.712905,114.8689988
-17.3522204,145.5956479
-17.982389,146.0545546
38.912519,-77.087518
-32.4485,151.1512
40.391774,-74.3984834
-30.066694,117.6606613
-24.8896919,152.3649484
-16.8032084,145.5771144
42.3114716,-71.9274772
-43.2585194,147.1307331
-36.1758035,149.3479576
40.8106558,-73.6284614
34.5019651,-84.8986308
-31.9392096,115.7939626
41.7342708,-70.7222569
-39.9567665,143.9046648
-31.75683,116.0034
50.9883787,-1.7128472
-37.840896,148.1269588
52.3003732,1.2864177
-38.0179565,145.2703131
44.0403596,-68.8628107
-23.108054,150.4188635
-23.2493245,150.8129435
45.5658088,-86.6398093
-34.1788829,142.2233254
38.9867765,-77.3833196
-27.6030665,151.9431631
-27.775403,152.1135553
-37.1265014,146.4980157
-34.9444573,150.5403402
33.7534125,-117.8642489
-34.2895651,150.9432304
51.3104474,0.302978
-12.096602,141.8485423
-31.7356755,150.7839962
32.1634427,-104.8252316
-31.0985,152.6846
-36.957692,143.9029532
-34.8207805,142.93818
-32.0612533,151.6100949
-31.137003,118.2525796
-38.4445765,142.9462237
-37.864811,147.8458642
-35.6524847,137.6367523
-16.155471,145.4355347
-36.0017774,137.027433
-35.3488407,149.1600894
-26.539027,152.975576
-33.8576765,146.3568019
-35.3603594,145.4524688
-27.582052,152.1109107
-29.7444368,147.7701842
-33.9483333,18.4741667
-28.0922435,151.2709714
42.2804998,-94.2908304
-28.7238813,149.5790232
-25.0256325,151.9585482
-27.599516,152.5060467
-32.5664044,151.1733972
-35.165,148.4344444
-36.445075,145.4064578
47.4885365,3.9070658
-37.875917,143.4097219
33.2591296,-84.2770865
-34.4004648,150.4839022
-14.7063879,-75.1306812
-33.411514,117.8447604
-37.791564,147.3856986
-27.5425345,151.3673873
-26.4168775,152.6611218
-29.8021084,150.1593296
50.8545383,-0.5648163
-26.8827782,153.1227722
-36.7109175,145.6562181
-30.775452,116.5263995
-41.4765846,146.1616963
-30.6986111,151.6072222
-34.8160705,139.3089721
-36.3131874,145.0480905
-32.9633333,151.6277778
-32.777604,117.7131113
-38.6043664,145.5913433
-26.7108685,153.1221273
-33.7386041,150.8014499
-31.2152,150.9179
51.9192272,-8.3959789
33.2976111,-95.6399571
51.5976955,-0.0672892
42.639211,-92.0488762
-37.256195,144.8028524
-33.7953199,138.6007191
45.9435847,-98.7820478
-27.7307865,153.2051975
-32.3816667,151.1677778
-40.8725334,145.4396876
-34.0524175,150.7446725
-33.0003873,139.1040475
43.157285,-77.615214
-35.5983333,146.7844444
-33.614656,115.1065921
-37.9842525,142.0619299
-33.9886291,151.2320796
-37.447638,143.8381364
-25.2985784,152.8535216
-36.9285901,149.502791
42.1722503,-88.42692
-35.5652,145.4512
-32.5735,149.5846
54.6500566,-3.3153207
-31.6622222,147.8594444
50.5403819,-4.9369874
-34.2835471,139.6325467
-34.1766523,140.2045046
-34.7618007,147.8565234
-33.400482,151.3876827
44.7391873,-93.12611
-28.8675232,150.099835
-26.661275,153.0401102
-25.537583,152.7019182
60.4245064,22.1266184
-37.8511511,144.9620399
-28.3177778,153.4855556
-27.3777845,151.8298173
-32.1483333,150.8511111
-26.1669805,152.6087263
-23.872773,151.1970496
56.7968582,-5.003526
-28.2566667,153.4538889
-37.873209,146.7779651
51.066831,13.7542227
-35.957385,144.3665973
-32.2958316,115.9851981
-33.8130173,116.5474176
-36.504665,142.7997108
-36.4164625,143.8113067
-38.2552551,143.6293449
51.4649704,-2.5986042
-35.6142,143.2386821
-37.4444434,143.6834553
-33.9308118,137.6272608
-33.5025,149.8452778
-34.0680729,151.1159938
-32.9277778,151.7108333
-43.2716888,147.1446509
